journal_id,journal_index_date,code_group,amount_journal,kartu_piutang_id,amount_kartu_piutang,kartu_piutang_index_date
131387,26011114140002,120001,18919.00,35359,18919.00,260111141400002
131391,26011114140003,120001,10811.00,35360,10811.00,260111141400003
131395,26011114140004,120001,6243.00,35361,6243.00,260111141400004
159349,26011114140006,120001,10811.00,45047,10811.00,260111141400006
159353,26011114140007,120001,1189.00,45048,1189.00,260111141400007
364368,26011114140009,120001,-63000.00,116692,-63000.00,260111141400009
370069,26011114140010,120001,-12000.00,119492,-12000.00,260111141400010
131399,26011114170001,120001,20270.00,35363,20270.00,260111141700001
131403,26011114170002,120001,27027.00,35364,27027.00,260111141700002
131407,26011114170003,120001,19820.00,35365,19820.00,260111141700003
131411,26011114170004,120001,21622.00,35366,21622.00,260111141700004
131415,26011114170005,120001,9761.00,35367,9761.00,260111141700005
364370,26011114170006,120001,-98500.00,116693,-98500.00,260111141700007
80783,26011114180001,120001,207207.00,17712,207207.00,260111141800001
80787,26011114180002,120001,22793.00,17713,22793.00,260111141800002
159357,26011114180004,120001,18919.00,45050,18919.00,260111141800004
159361,26011114180005,120001,2081.00,45051,2081.00,260111141800005
354268,26011114180007,120001,-230000.00,111643,-230000.00,260111141800007
370071,26011114180008,120001,-21000.00,119493,-21000.00,260111141800008
364372,26011114190003,120001,-6000.00,116694,-6000.00,260111141900004
408442,26011114190004,120001,5405.00,137847,5405.00,260111141900005
408446,26011114190005,120001,595.00,137848,595.00,260111141900006
80791,26011114200001,120001,10811.00,17715,10811.00,260111142000001
80795,26011114200002,120001,1189.00,17716,1189.00,260111142000002
159365,26011114200004,120001,13514.00,45053,13514.00,260111142000004
159369,26011114200005,120001,1486.00,45054,1486.00,260111142000005
354270,26011114200007,120001,-12000.00,111644,-12000.00,260111142000007
370073,26011114200008,120001,-15000.00,119494,-15000.00,260111142000008
80799,26011114240001,120001,6757.00,17718,6757.00,260111142400001
80803,26011114240002,120001,8108.00,17719,8108.00,260111142400002
80807,26011114240003,120001,1635.00,17720,1635.00,260111142400003
131419,26011114240005,120001,6306.00,35369,6306.00,260111142400005
131423,26011114240006,120001,2703.00,35370,2703.00,260111142400006
131427,26011114240007,120001,991.00,35371,991.00,260111142400007
159373,26011114240009,120001,7207.00,45056,7207.00,260111142400009
159377,26011114240010,120001,793.00,45057,793.00,260111142400010
354272,26011114240012,120001,-16500.00,111645,-16500.00,260111142400012
364374,26011114240013,120001,-10000.00,116695,-10000.00,260111142400013
370075,26011114240014,120001,-8000.00,119495,-8000.00,260111142400014
131431,26011114280001,120001,11261.00,35373,11261.00,260111142800001
131435,26011114280002,120001,1239.00,35374,1239.00,260111142800002
364376,26011114280003,120001,-12500.00,116696,-12500.00,260111142800004
80811,26011114290001,120001,15315.00,17722,15315.00,260111142900001
80815,26011114290002,120001,18018.00,17723,18018.00,260111142900002
80819,26011114290003,120001,12613.00,17724,12613.00,260111142900003
80823,26011114290004,120001,5054.00,17725,5054.00,260111142900004
354274,26011114290005,120001,-51000.00,111646,-51000.00,260111142900006
159381,26011114310005,120001,5405.00,45059,5405.00,260111143100005
159385,26011114310006,120001,3604.00,45060,3604.00,260111143100006
159389,26011114310007,120001,991.00,45061,991.00,260111143100007
364378,26011114310009,120001,-41000.00,116697,-41000.00,260111143100009
370077,26011114310010,120001,-10000.00,119496,-10000.00,260111143100010
408448,26011114310011,120001,17117.00,137849,17117.00,260111143100011
408452,26011114310012,120001,19820.00,137850,19820.00,260111143100012
408456,26011114310013,120001,4063.00,137851,4063.00,260111143100013
80827,26011114330001,120001,40541.00,17727,40541.00,260111143300001
80831,26011114330002,120001,4459.00,17728,4459.00,260111143300002
354276,26011114330003,120001,-45000.00,111647,-45000.00,260111143300004
159393,26011114340001,120001,35135.00,45063,35135.00,260111143400001
159397,26011114340002,120001,9009.00,45064,9009.00,260111143400002
159401,26011114340003,120001,27027.00,45065,27027.00,260111143400003
159405,26011114340004,120001,7829.00,45066,7829.00,260111143400004
370079,26011114340005,120001,-79000.00,119497,-79000.00,260111143400006
131439,26011114350001,120001,9910.00,35376,9910.00,260111143500001
131443,26011114350002,120001,2703.00,35377,2703.00,260111143500002
131447,26011114350003,120001,1387.00,35378,1387.00,260111143500003
364380,26011114350004,120001,-14000.00,116698,-14000.00,260111143500005
80835,26011114360001,120001,45946.00,17730,45946.00,260111143600001
80839,26011114360002,120001,16216.00,17731,16216.00,260111143600002
80843,26011114360003,120001,6838.00,17732,6838.00,260111143600003
354278,26011114360004,120001,-69000.00,111648,-69000.00,260111143600005
159409,26011114380001,120001,7207.00,45068,7207.00,260111143800001
159413,26011114380002,120001,793.00,45069,793.00,260111143800002
370081,26011114380003,120001,-8000.00,119498,-8000.00,260111143800004
80847,26011114400001,120001,3604.00,17734,3604.00,260111144000001
80851,26011114400002,120001,396.00,17735,396.00,260111144000002
131451,26011114400004,120001,13514.00,35380,13514.00,260111144000004
131455,26011114400005,120001,6757.00,35381,6757.00,260111144000005
131459,26011114400006,120001,5856.00,35382,5856.00,260111144000006
131463,26011114400007,120001,2873.00,35383,2873.00,260111144000007
354280,26011114400009,120001,-4000.00,111649,-4000.00,260111144000009
364382,26011114400010,120001,-29000.00,116699,-29000.00,260111144000010
80855,26011114410001,120001,3604.00,17737,3604.00,260111144100001
80859,26011114410002,120001,396.00,17738,396.00,260111144100002
354282,26011114410007,120001,-4000.00,111650,-4000.00,260111144100007
364384,26011114410008,120001,-36000.00,116700,-36000.00,260111144100008
408458,26011114410009,120001,32432.00,137852,32432.00,260111144100009
408462,26011114410010,120001,3568.00,137853,3568.00,260111144100010
131467,26011114430001,120001,21622.00,35385,21622.00,260111144300001
131471,26011114430002,120001,2378.00,35386,2378.00,260111144300002
159417,26011114430004,120001,15315.00,45071,15315.00,260111144300004
159421,26011114430005,120001,7207.00,45072,7207.00,260111144300005
159425,26011114430006,120001,4505.00,45073,4505.00,260111144300006
159429,26011114430007,120001,2973.00,45074,2973.00,260111144300007
364386,26011114430009,120001,-24000.00,116701,-24000.00,260111144300009
370083,26011114430010,120001,-30000.00,119499,-30000.00,260111144300010
80863,26011114480001,120001,15315.00,17740,15315.00,260111144800001
80867,26011114480002,120001,1685.00,17741,1685.00,260111144800002
354284,26011114480003,120001,-17000.00,111651,-17000.00,260111144800004
159433,26011114530001,120001,40541.00,45076,40541.00,260111145300001
159437,26011114530002,120001,38739.00,45077,38739.00,260111145300002
159441,26011114530003,120001,8720.00,45078,8720.00,260111145300003
370085,26011114530004,120001,-88000.00,119500,-88000.00,260111145300005
131475,26011114550001,120001,3153.00,35388,3153.00,260111145500001
131479,26011114550002,120001,347.00,35389,347.00,260111145500002
364388,26011114550003,120001,-3500.00,116702,-3500.00,260111145500004
80871,26011114560001,120001,6757.00,17743,6757.00,260111145600001
80875,26011114560002,120001,6306.00,17744,6306.00,260111145600002
80879,26011114560003,120001,7658.00,17745,7658.00,260111145600003
80883,26011114560004,120001,2279.00,17746,2279.00,260111145600004
354286,26011114560005,120001,-23000.00,111652,-23000.00,260111145600006
159445,26011114570001,120001,46847.00,45080,46847.00,260111145700001
159449,26011114570002,120001,5153.00,45081,5153.00,260111145700002
370087,26011114570003,120001,-52000.00,119501,-52000.00,260111145700004
866426,26011114570004,120001,48649.00,295314,48649.00,260111145700005
866430,26011114570005,120001,24324.00,295315,24324.00,260111145700006
866434,26011114570006,120001,8027.00,295316,8027.00,260111145700007
866437,26011114570007,120001,-81000.00,295317,-81000.00,260111145700008
80887,26011115000001,120001,18919.00,17748,18919.00,260111150000001
80891,26011115000002,120001,2081.00,17749,2081.00,260111150000002
131483,26011115000004,120001,9910.00,35391,9910.00,260111150000004
131487,26011115000005,120001,1090.00,35392,1090.00,260111150000005
354288,26011115000007,120001,-21000.00,111653,-21000.00,260111150000007
364390,26011115000008,120001,-11000.00,116703,-11000.00,260111150000008
159453,26011115010001,120001,18919.00,45083,18919.00,260111150100001
159457,26011115010002,120001,27928.00,45084,27928.00,260111150100002
159461,26011115010003,120001,7658.00,45085,7658.00,260111150100003
159465,26011115010004,120001,6306.00,45086,6306.00,260111150100004
159469,26011115010005,120001,6689.00,45087,6689.00,260111150100005
370089,26011115010006,120001,-67500.00,119502,-67500.00,260111150100007
364392,26011115020003,120001,-12000.00,116704,-12000.00,260111150200004
408464,26011115020004,120001,10811.00,137854,10811.00,260111150200005
408468,26011115020005,120001,1189.00,137855,1189.00,260111150200006
80895,26011115030001,120001,13514.00,17751,13514.00,260111150300001
80899,26011115030002,120001,9009.00,17752,9009.00,260111150300002
80903,26011115030003,120001,3604.00,17753,3604.00,260111150300003
80907,26011115030004,120001,2873.00,17754,2873.00,260111150300004
159473,26011115030006,120001,20721.00,45089,20721.00,260111150300006
159477,26011115030007,120001,2279.00,45090,2279.00,260111150300007
354290,26011115030009,120001,-29000.00,111654,-29000.00,260111150300009
370091,26011115030010,120001,-23000.00,119503,-23000.00,260111150300010
131491,26011115060001,120001,9910.00,35394,9910.00,260111150600001
131495,26011115060002,120001,10811.00,35395,10811.00,260111150600002
131499,26011115060003,120001,2279.00,35396,2279.00,260111150600003
364394,26011115060004,120001,-23000.00,116705,-23000.00,260111150600005
80911,26011115070001,120001,45045.00,17756,45045.00,260111150700001
80915,26011115070002,120001,4955.00,17757,4955.00,260111150700002
354292,26011115070003,120001,-50000.00,111655,-50000.00,260111150700004
159481,26011115090001,120001,7658.00,45092,7658.00,260111150900001
159485,26011115090002,120001,6306.00,45093,6306.00,260111150900002
159489,26011115090003,120001,1536.00,45094,1536.00,260111150900003
370093,26011115090004,120001,-15500.00,119504,-15500.00,260111150900005
866314,26011115090005,120001,24324.00,295278,24324.00,260111150900006
866318,26011115090006,120001,2676.00,295279,2676.00,260111150900007
866321,26011115090007,120001,-27000.00,295280,-27000.00,260111150900008
80919,26011115120001,120001,3604.00,17759,3604.00,260111151200001
80923,26011115120002,120001,396.00,17760,396.00,260111151200002
131503,26011115120004,120001,23423.00,35398,23423.00,260111151200004
131507,26011115120005,120001,18919.00,35399,18919.00,260111151200005
131511,26011115120006,120001,4658.00,35400,4658.00,260111151200006
354294,26011115120008,120001,-4000.00,111656,-4000.00,260111151200008
364396,26011115120009,120001,-47000.00,116706,-47000.00,260111151200009
159493,26011115140001,120001,8108.00,45096,8108.00,260111151400001
159497,26011115140002,120001,892.00,45097,892.00,260111151400002
370095,26011115140003,120001,-9000.00,119505,-9000.00,260111151400004
80927,26011115150001,120001,33333.00,17762,33333.00,260111151500001
80931,26011115150002,120001,29730.00,17763,29730.00,260111151500002
80935,26011115150003,120001,6937.00,17764,6937.00,260111151500003
354296,26011115150009,120001,-70000.00,111657,-70000.00,260111151500009
364398,26011115150010,120001,-19500.00,116707,-19500.00,260111151500010
408470,26011115150011,120001,9910.00,137856,9910.00,260111151500011
408474,26011115150012,120001,7658.00,137857,7658.00,260111151500012
408478,26011115150013,120001,1932.00,137858,1932.00,260111151500013
159501,26011115160001,120001,18919.00,45099,18919.00,260111151600001
159505,26011115160002,120001,18018.00,45100,18018.00,260111151600002
159509,26011115160003,120001,4063.00,45101,4063.00,260111151600003
370097,26011115160004,120001,-41000.00,119506,-41000.00,260111151600005
131515,26011115170001,120001,22523.00,35402,22523.00,260111151700001
131519,26011115170002,120001,13514.00,35403,13514.00,260111151700002
131523,26011115170003,120001,3963.00,35404,3963.00,260111151700003
364400,26011115170004,120001,-40000.00,116708,-40000.00,260111151700005
80939,26011115180001,120001,11261.00,17766,11261.00,260111151800001
80943,26011115180002,120001,13514.00,17767,13514.00,260111151800002
80947,26011115180003,120001,15766.00,17768,15766.00,260111151800003
80951,26011115180004,120001,22523.00,17769,22523.00,260111151800004
80955,26011115180005,120001,6936.00,17770,6936.00,260111151800005
159513,26011115180007,120001,211712.00,45103,211712.00,260111151800007
159517,26011115180008,120001,23288.00,45104,23288.00,260111151800008
354298,26011115180010,120001,-70000.00,111658,-70000.00,260111151800010
370099,26011115180011,120001,-235000.00,119507,-235000.00,260111151800011
80959,26011115190001,120001,22523.00,17772,22523.00,260111151900001
80963,26011115190002,120001,2477.00,17773,2477.00,260111151900002
354300,26011115190007,120001,-25000.00,111659,-25000.00,260111151900007
364402,26011115190008,120001,-10500.00,116709,-10500.00,260111151900008
408480,26011115190009,120001,9459.00,137859,9459.00,260111151900009
408484,26011115190010,120001,1041.00,137860,1041.00,260111151900010
159521,26011115220001,120001,10811.00,45106,10811.00,260111152200001
159525,26011115220002,120001,1189.00,45107,1189.00,260111152200002
370101,26011115220003,120001,-12000.00,119508,-12000.00,260111152200004
131527,26011115240001,120001,18919.00,35406,18919.00,260111152400001
131531,26011115240002,120001,2081.00,35407,2081.00,260111152400002
364404,26011115240003,120001,-21000.00,116710,-21000.00,260111152400004
80967,26011115260001,120001,11712.00,17775,11712.00,260111152600001
80971,26011115260002,120001,3604.00,17776,3604.00,260111152600002
80975,26011115260003,120001,1684.00,17777,1684.00,260111152600003
354302,26011115260004,120001,-17000.00,111660,-17000.00,260111152600005
131535,26011115270001,120001,21622.00,35409,21622.00,260111152700001
131539,26011115270002,120001,2378.00,35410,2378.00,260111152700002
176339,26011115270004,120001,15315.00,50359,15315.00,260111152700004
176343,26011115270005,120001,15315.00,50360,15315.00,260111152700005
176347,26011115270006,120001,3370.00,50361,3370.00,260111152700006
357342,26011115270007,120001,-34000.00,113179,-34000.00,260111152700008
364406,26011115270008,120001,-24000.00,116711,-24000.00,260111152700009
80979,26011115280001,120001,18919.00,17779,18919.00,260111152800001
80983,26011115280002,120001,2081.00,17780,2081.00,260111152800002
354304,26011115280003,120001,-21000.00,111661,-21000.00,260111152800004
159529,26011115290001,120001,9009.00,45109,9009.00,260111152900001
159533,26011115290002,120001,991.00,45110,991.00,260111152900002
370105,26011115290003,120001,-10000.00,119510,-10000.00,260111152900004
364408,26011115340003,120001,-10000.00,116712,-10000.00,260111153400004
408486,26011115340004,120001,9009.00,137861,9009.00,260111153400005
408490,26011115340005,120001,991.00,137862,991.00,260111153400006
80987,26011115360001,120001,10811.00,17782,10811.00,260111153600001
80991,26011115360002,120001,5405.00,17783,5405.00,260111153600002
80995,26011115360003,120001,1784.00,17784,1784.00,260111153600003
354306,26011115360004,120001,-18000.00,111662,-18000.00,260111153600005
159537,26011115370001,120001,27027.00,45112,27027.00,260111153700001
159541,26011115370002,120001,2973.00,45113,2973.00,260111153700002
370107,26011115370003,120001,-30000.00,119511,-30000.00,260111153700004
80999,26011115410001,120001,12162.00,17786,12162.00,260111154100001
81003,26011115410002,120001,1338.00,17787,1338.00,260111154100002
354308,26011115410003,120001,-13500.00,111663,-13500.00,260111154100004
131543,26011115430001,120001,27928.00,35412,27928.00,260111154300001
131547,26011115430002,120001,3072.00,35413,3072.00,260111154300002
364410,26011115430003,120001,-31000.00,116713,-31000.00,260111154300004
80347,26011115470001,120001,18919.00,17562,18919.00,260111154700001
80351,26011115470002,120001,5405.00,17563,5405.00,260111154700002
80355,26011115470003,120001,2676.00,17564,2676.00,260111154700003
354186,26011115470004,120001,-27000.00,111602,-27000.00,260111154700005
159545,26011115510001,120001,3604.00,45115,3604.00,260111155100001
159549,26011115510002,120001,396.00,45116,396.00,260111155100002
370109,26011115510003,120001,-4000.00,119512,-4000.00,260111155100004
80359,26011115530001,120001,25225.00,17566,25225.00,260111155300001
80363,26011115530002,120001,2775.00,17567,2775.00,260111155300002
354188,26011115530003,120001,-28000.00,111603,-28000.00,260111155300004
159553,26011115540001,120001,9009.00,45118,9009.00,260111155400001
159557,26011115540002,120001,67568.00,45119,67568.00,260111155400002
159561,26011115540003,120001,2703.00,45120,2703.00,260111155400003
159565,26011115540004,120001,8720.00,45121,8720.00,260111155400004
370111,26011115540005,120001,-88000.00,119513,-88000.00,260111155400006
131551,26011115560001,120001,9459.00,35415,9459.00,260111155600001
131555,26011115560002,120001,1041.00,35416,1041.00,260111155600002
364412,26011115560003,120001,-10500.00,116714,-10500.00,260111155600004
80367,26011116000001,120001,3604.00,17569,3604.00,260111160000001
80371,26011116000002,120001,6306.00,17570,6306.00,260111160000002
80375,26011116000003,120001,5405.00,17571,5405.00,260111160000003
80379,26011116000004,120001,1685.00,17572,1685.00,260111160000004
354190,26011116000005,120001,-17000.00,111604,-17000.00,260111160000006
159569,26011116020001,120001,13514.00,45123,13514.00,260111160200001
159573,26011116020002,120001,1486.00,45124,1486.00,260111160200002
370113,26011116020003,120001,-15000.00,119514,-15000.00,260111160200004
364414,26011116030003,120001,-19000.00,116715,-19000.00,260111160300004
408492,26011116030004,120001,17117.00,137863,17117.00,260111160300005
408496,26011116030005,120001,1883.00,137864,1883.00,260111160300006
80383,26011116040001,120001,20721.00,17574,20721.00,260111160400001
80387,26011116040002,120001,30631.00,17575,30631.00,260111160400002
80391,26011116040003,120001,15315.00,17576,15315.00,260111160400003
80395,26011116040004,120001,8108.00,17577,8108.00,260111160400004
80399,26011116040005,120001,8559.00,17578,8559.00,260111160400005
80403,26011116040006,120001,9166.00,17579,9166.00,260111160400006
354192,26011116040007,120001,-92500.00,111605,-92500.00,260111160400008
159577,26011116070001,120001,5405.00,45126,5405.00,260111160700001
159581,26011116070002,120001,595.00,45127,595.00,260111160700002
370115,26011116070003,120001,-6000.00,119515,-6000.00,260111160700004
80407,26011116080001,120001,12613.00,17581,12613.00,260111160800001
80411,26011116080002,120001,21622.00,17582,21622.00,260111160800002
80415,26011116080003,120001,3765.00,17583,3765.00,260111160800003
131559,26011116080005,120001,11712.00,35418,11712.00,260111160800005
131563,26011116080006,120001,7207.00,35419,7207.00,260111160800006
131567,26011116080007,120001,2081.00,35420,2081.00,260111160800007
354194,26011116080009,120001,-38000.00,111606,-38000.00,260111160800009
364416,26011116080010,120001,-21000.00,116716,-21000.00,260111160800010
159585,26011116090001,120001,4955.00,45129,4955.00,260111160900001
159589,26011116090002,120001,3604.00,45130,3604.00,260111160900002
159593,26011116090003,120001,941.00,45131,941.00,260111160900003
370117,26011116090004,120001,-9500.00,119516,-9500.00,260111160900005
80419,26011116100001,120001,1802.00,17585,1802.00,260111161000001
80423,26011116100002,120001,4505.00,17586,4505.00,260111161000002
80427,26011116100003,120001,693.00,17587,693.00,260111161000003
131571,26011116100005,120001,4505.00,35422,4505.00,260111161000005
131575,26011116100006,120001,2703.00,35423,2703.00,260111161000006
131579,26011116100007,120001,792.00,35424,792.00,260111161000007
159597,26011116100009,120001,27928.00,45133,27928.00,260111161000009
159601,26011116100010,120001,3072.00,45134,3072.00,260111161000010
354196,26011116100012,120001,-7000.00,111607,-7000.00,260111161000012
364418,26011116100013,120001,-8000.00,116717,-8000.00,260111161000013
370119,26011116100014,120001,-31000.00,119517,-31000.00,260111161000014
364420,26011116110003,120001,-30000.00,116718,-30000.00,260111161100004
408498,26011116110004,120001,27027.00,137865,27027.00,260111161100005
408502,26011116110005,120001,2973.00,137866,2973.00,260111161100006
80431,26011116130001,120001,5405.00,17589,5405.00,260111161300001
80435,26011116130002,120001,595.00,17590,595.00,260111161300002
159605,26011116130004,120001,9910.00,45136,9910.00,260111161300004
159609,26011116130005,120001,1090.00,45137,1090.00,260111161300005
354198,26011116130007,120001,-6000.00,111608,-6000.00,260111161300007
370121,26011116130008,120001,-11000.00,119518,-11000.00,260111161300008
131583,26011116140001,120001,9009.00,35426,9009.00,260111161400001
131587,26011116140002,120001,3153.00,35427,3153.00,260111161400002
131591,26011116140003,120001,1338.00,35428,1338.00,260111161400003
364422,26011116140004,120001,-13500.00,116719,-13500.00,260111161400005
80439,26011116170001,120001,9009.00,17592,9009.00,260111161700001
80443,26011116170002,120001,1802.00,17593,1802.00,260111161700002
80447,26011116170003,120001,1189.00,17594,1189.00,260111161700003
354200,26011116170004,120001,-12000.00,111609,-12000.00,260111161700005
131595,26011116180001,120001,30631.00,35430,30631.00,260111161800001
131599,26011116180002,120001,3369.00,35431,3369.00,260111161800002
159613,26011116180004,120001,18919.00,45139,18919.00,260111161800004
159617,26011116180005,120001,7207.00,45140,7207.00,260111161800005
159621,26011116180006,120001,7207.00,45141,7207.00,260111161800006
159625,26011116180007,120001,3667.00,45142,3667.00,260111161800007
364424,26011116180009,120001,-34000.00,116720,-34000.00,260111161800009
370123,26011116180010,120001,-37000.00,119519,-37000.00,260111161800010
80451,26011116190001,120001,225225.00,17596,225225.00,260111161900001
80455,26011116190002,120001,24775.00,17597,24775.00,260111161900002
354202,26011116190003,120001,-250000.00,111610,-250000.00,260111161900004
159629,26011116240001,120001,15315.00,45144,15315.00,260111162400001
159633,26011116240002,120001,7658.00,45145,7658.00,260111162400002
159637,26011116240003,120001,2527.00,45146,2527.00,260111162400003
370125,26011116240004,120001,-25500.00,119520,-25500.00,260111162400005
866322,26011116240005,120001,265766.00,295281,265766.00,260111162400006
866326,26011116240006,120001,29234.00,295282,29234.00,260111162400007
866329,26011116240007,120001,-295000.00,295283,-295000.00,260111162400008
80459,26011116250001,120001,9009.00,17599,9009.00,260111162500001
80463,26011116250002,120001,9910.00,17600,9910.00,260111162500002
80467,26011116250003,120001,43243.00,17601,43243.00,260111162500003
80471,26011116250004,120001,6838.00,17602,6838.00,260111162500004
354204,26011116250009,120001,-69000.00,111611,-69000.00,260111162500009
364426,26011116250010,120001,-63000.00,116721,-63000.00,260111162500010
408504,26011116250011,120001,56757.00,137867,56757.00,260111162500011
408508,26011116250012,120001,6243.00,137868,6243.00,260111162500012
159641,26011116290001,120001,15315.00,45148,15315.00,260111162900001
159645,26011116290002,120001,15315.00,45149,15315.00,260111162900002
159649,26011116290003,120001,18018.00,45150,18018.00,260111162900003
159653,26011116290004,120001,5352.00,45151,5352.00,260111162900004
370127,26011116290005,120001,-54000.00,119521,-54000.00,260111162900006
131603,26011116300001,120001,171171.00,35433,171171.00,260111163000001
131607,26011116300002,120001,18829.00,35434,18829.00,260111163000002
364428,26011116300003,120001,-190000.00,116722,-190000.00,260111163000004
80475,26011116310001,120001,27027.00,17604,27027.00,260111163100001
80479,26011116310002,120001,2973.00,17605,2973.00,260111163100002
354206,26011116310003,120001,-30000.00,111612,-30000.00,260111163100004
80483,26011116340001,120001,4505.00,17607,4505.00,260111163400001
80487,26011116340002,120001,495.00,17608,495.00,260111163400002
131611,26011116340004,120001,18018.00,35436,18018.00,260111163400004
131615,26011116340005,120001,1982.00,35437,1982.00,260111163400005
159657,26011116340007,120001,23423.00,45153,23423.00,260111163400007
159661,26011116340008,120001,3604.00,45154,3604.00,260111163400008
159665,26011116340009,120001,2973.00,45155,2973.00,260111163400009
159669,26011116340011,120001,5856.00,45157,5856.00,260111163400011
159673,26011116340012,120001,644.00,45158,644.00,260111163400012
354208,26011116340014,120001,-5000.00,111613,-5000.00,260111163400014
364430,26011116340015,120001,-20000.00,116723,-20000.00,260111163400015
370129,26011116340016,120001,-30000.00,119522,-30000.00,260111163400016
370131,26011116340017,120001,-6500.00,119523,-6500.00,260111163400017
364432,26011116370003,120001,-8000.00,116724,-8000.00,260111163700004
408510,26011116370004,120001,7207.00,137869,7207.00,260111163700005
408514,26011116370005,120001,793.00,137870,793.00,260111163700006
80491,26011116390001,120001,29730.00,17610,29730.00,260111163900001
80495,26011116390002,120001,3604.00,17611,3604.00,260111163900002
80499,26011116390003,120001,3666.00,17612,3666.00,260111163900003
354210,26011116390004,120001,-37000.00,111614,-37000.00,260111163900005
159677,26011116400001,120001,4505.00,45160,4505.00,260111164000001
159681,26011116400002,120001,2703.00,45161,2703.00,260111164000002
159685,26011116400003,120001,792.00,45162,792.00,260111164000003
370133,26011116400004,120001,-8000.00,119524,-8000.00,260111164000005
80503,26011116420001,120001,33784.00,17614,33784.00,260111164200001
80507,26011116420002,120001,11712.00,17615,11712.00,260111164200002
80511,26011116420003,120001,5004.00,17616,5004.00,260111164200003
131619,26011116420005,120001,16216.00,35439,16216.00,260111164200005
131623,26011116420006,120001,1784.00,35440,1784.00,260111164200006
354212,26011116420008,120001,-50500.00,111615,-50500.00,260111164200008
364434,26011116420009,120001,-18000.00,116725,-18000.00,260111164200009
159689,26011116430001,120001,421622.00,45164,421622.00,260111164300001
159693,26011116430002,120001,46378.00,45165,46378.00,260111164300002
370135,26011116430003,120001,-468000.00,119525,-468000.00,260111164300004
131627,26011116450001,120001,29730.00,35442,29730.00,260111164500001
131631,26011116450002,120001,3270.00,35443,3270.00,260111164500002
364436,26011116450003,120001,-33000.00,116726,-33000.00,260111164500004
80515,26011116460001,120001,32432.00,17618,32432.00,260111164600001
80519,26011116460002,120001,3568.00,17619,3568.00,260111164600002
354214,26011116460003,120001,-36000.00,111616,-36000.00,260111164600004
159697,26011116540001,120001,9009.00,45167,9009.00,260111165400001
159701,26011116540002,120001,991.00,45168,991.00,260111165400002
370137,26011116540003,120001,-10000.00,119526,-10000.00,260111165400004
364438,26011116570003,120001,-2000.00,116727,-2000.00,260111165700004
408516,26011116570004,120001,1802.00,137871,1802.00,260111165700005
408520,26011116570005,120001,198.00,137872,198.00,260111165700006
80523,26011116580001,120001,9910.00,17621,9910.00,260111165800001
80527,26011116580002,120001,5405.00,17622,5405.00,260111165800002
80531,26011116580003,120001,1685.00,17623,1685.00,260111165800003
354216,26011116580004,120001,-17000.00,111617,-17000.00,260111165800005
159705,26011117000001,120001,53153.00,45170,53153.00,260111170000001
159709,26011117000002,120001,14414.00,45171,14414.00,260111170000002
159713,26011117000003,120001,15315.00,45172,15315.00,260111170000003
159717,26011117000004,120001,15315.00,45173,15315.00,260111170000004
159721,26011117000005,120001,21622.00,45174,21622.00,260111170000005
159725,26011117000006,120001,17117.00,45175,17117.00,260111170000006
159729,26011117000007,120001,15064.00,45176,15064.00,260111170000007
370139,26011117000008,120001,-152000.00,119527,-152000.00,260111170000009
131635,26011117010001,120001,10811.00,35445,10811.00,260111170100001
131639,26011117010002,120001,1189.00,35446,1189.00,260111170100002
364440,26011117010003,120001,-12000.00,116728,-12000.00,260111170100004
80535,26011117040001,120001,17117.00,17625,17117.00,260111170400001
80539,26011117040002,120001,1883.00,17626,1883.00,260111170400002
354218,26011117040003,120001,-19000.00,111618,-19000.00,260111170400004
159733,26011117050001,120001,153153.00,45178,153153.00,260111170500001
159737,26011117050002,120001,16847.00,45179,16847.00,260111170500002
370141,26011117050003,120001,-170000.00,119528,-170000.00,260111170500004
131643,26011117060001,120001,4955.00,35448,4955.00,260111170600001
131647,26011117060002,120001,10811.00,35449,10811.00,260111170600002
131651,26011117060003,120001,1734.00,35450,1734.00,260111170600003
364442,26011117060004,120001,-17500.00,116729,-17500.00,260111170600005
866330,26011117110001,120001,25225.00,295284,25225.00,260111171100001
866334,26011117110002,120001,9009.00,295285,9009.00,260111171100002
866338,26011117110003,120001,27027.00,295286,27027.00,260111171100003
866342,26011117110004,120001,6739.00,295287,6739.00,260111171100004
866345,26011117110005,120001,-68000.00,295288,-68000.00,260111171100005
80543,26011117120001,120001,13514.00,17628,13514.00,260111171200001
80547,26011117120002,120001,1486.00,17629,1486.00,260111171200002
80551,26011117120004,120001,16216.00,17631,16216.00,260111171200004
80555,26011117120005,120001,1784.00,17632,1784.00,260111171200005
131655,26011117120007,120001,7658.00,35452,7658.00,260111171200007
131659,26011117120008,120001,842.00,35453,842.00,260111171200008
159741,26011117120010,120001,27027.00,45181,27027.00,260111171200010
159745,26011117120011,120001,2973.00,45182,2973.00,260111171200011
354220,26011117120013,120001,-15000.00,111619,-15000.00,260111171200013
354222,26011117120014,120001,-18000.00,111620,-18000.00,260111171200014
364444,26011117120015,120001,-8500.00,116730,-8500.00,260111171200015
370143,26011117120016,120001,-30000.00,119529,-30000.00,260111171200016
159749,26011117130001,120001,13063.00,45184,13063.00,260111171300001
159753,26011117130002,120001,1437.00,45185,1437.00,260111171300002
370145,26011117130003,120001,-14500.00,119530,-14500.00,260111171300004
364446,26011117150003,120001,-225000.00,116731,-225000.00,260111171500004
